번호,시/도,시/군/구,서점명,매장번호,주소,인증여부
932,서울특별시,송파구,요즘서재,010-8408-1637,서울 송파구 오금동 70-9 103호,미인증
915,서울특별시,강남구,우리서점,02-3411-3215,서울 강남구 개포로82길 13-15 (개포동) 202호,미인증
905,서울특별시,서초구,우면한솔서점,02-529-5949,서울 서초구 태봉로 70 우면프라자1차 지하1층 (우면동),인증
879,서울특별시,금천구,원테이블,02-896-0512,서울 금천구 독산로8길 14 (시흥동)1층 )안채),미인증
877,서울특별시,강남구,월드메거진,02-529-6922,서울 강남구 논현로149길 75 (논현동),미인증
876,서울특별시,성북구,월드문고,02-925-4885,서울 성북구 동소문로 59 (동소문동4가) 지하,미인증
869,서울특별시,양천구,월촌문고,02-2647-4144,서울 양천구 목동서로 35 (목동) 목동프라자 지하1층,미인증
862,서울특별시,종로구,위트앤시니컬,0507-1409-6015,서울 종로구 창경궁로 271-1 (혜화동) 2층,미인증
856,서울특별시,서대문구,유어마인드,070-8821-8990,서울 서대문구 연희로11라길 10-6 (연희동) 2층 우측,미인증
851,서울특별시,종로구,유한서적,02-2279-5936,서울 종로구 지봉로 84 2층(숭인동),인증
840,서울특별시,강남구,은마서적(유),02-562-7660,서울 강남구 삼성로 212 (대치동) 은마상가 비동 242호,미인증
837,서울특별시,은평구,은평문고,02-308-5859,서울 은평구 응암로 200 (응암동)2층,미인증
830,서울특별시,동작구,이그잼플러스,02-823-2223,서울 동작구 노량진로14가길 16 (노량진동) 신전빌딩 2층,인증
829,서울특별시,관악구,이나영책방,010-4741-4402,서울 관악구 신사로 66-1 (신림동) 3층,미인증
828,서울특별시,서초구,이나이테,02-595-5158,서울 서초구 효령로5길 26-4 (방배동) 1층,미인증
827,서울특별시,용산구,이너서핑,010-5413-9774,서울 용산구 소월로20길 28 (용산동2가) 1층,미인증
826,서울특별시,종로구,이라선,0507-1413-0908,서울 종로구 효자로7길 5 (통의동) 1층,미인증
821,서울특별시,마포구,이루리북스,070-7715-1027,서울 마포구 독막로 320 (도화동) 지하 105호,미인증
817,서울특별시,동대문구,이문일공칠,02-2173-2212,서울 동대문구 이문로 107 (이문동) 한국외대 교수회관 1층,미인증
809,서울특별시,마포구,이올시다,010-7665-2230,서울 마포구 포은로 146 (망원동) 1층,미인증
802,서울특별시,마포구,이후북스,010-4448-7991,서울 마포구 망원로4길 24 (망원동) 2층,미인증
799,서울특별시,구로구,인공위성,070-4642-0255,서울 구로구 구로중앙로27가길 32 (구로동),미인증
797,서울특별시,광진구,인덱스숍,02-2122-1259,서울 광진구 아차산로 200 (자양동),미인증
792,서울특별시,성동구,인생책방,010-3175-0767,서울 성동구 한림말3길 28 (옥수동),미인증
791,서울특별시,서대문구,인스크립트,010-2633-1938,서울 서대문구 증가로 49-1 (연희동)1층,미인증
778,서울특별시,영등포구,일단불온,010-5095-1802,서울 영등포구 당산로18길 16-1 (당산동1가) 1층,미인증
776,서울특별시,관악구,일등서점,070-4151-3007,서울 관악구 신림로 131 (신림동) B1,미인증
773,서울특별시,강서구,일산서점,02-3663-8070,서울 강서구 양천로77길 13 (염창동) 201호(블리스 엔터테인먼트가수 장윤정),미인증
771,서울특별시,중구,일신서적,02-776-8043,서울 중구 남대문로 64 (명동2가),미인증
770,서울특별시,송파구,일신서점,02-419-9184,서울 송파구 송파대로38길 2-9 (송파동) 110호,인증
759,서울특별시,종로구,자각몽,0507-1314-5152,서울 종로구 창경궁로 297-2 (혜화동),미인증
758,서울특별시,광진구,자매서점,02-457-3078,서울 광진구 용마산로22길 19 (중곡동),미인증
754,서울특별시,마포구,작업책방 씀,010-9471-6818,"서울 마포구 월드컵로13길 19-17 (망원동, 하나빌) 1층",미인증
746,서울특별시,송파구,장미문고,02-423-0872,서울 송파구 올림픽로35길 112 (신천동)장미종합상가 B동 1층 150호,인증
745,서울특별시,동대문구,장안 현대문고,02-3394-5330,서울 동대문구 장안동 337-19 극동빌딩지하1층,미인증
731,서울특별시,동대문구,전농서적,02-2245-2248,서울 동대문구 사가정로 119 (전농동),미인증
721,서울특별시,마포구,정다운문고,02-703-2666,서울 마포구 백범로 123 (염리동) 지하1층,미인증
715,서울특별시,종로구,정용서점,02-2266-7772,서울 종로구 율곡로22길 20 (충신동) 1층,미인증
713,서울특별시,종로구,정은도서 종로점,02-2273-8261,서울 종로구 창경궁로12길 8 (예지동) 1층 57호,미인증
712,서울특별시,도봉구,정의문고,02-907-4775,"서울 도봉구 노해로49길 69-4 1층 상가우측 (쌍문동, 동원웰메이드빌)",미인증
708,서울특별시,마포구,정치발전소,02-6384-3225,서울 마포구 독막로7길 8 (합정동) 2층,미인증
698,서울특별시,종로구,제일서적,02-2279-7236,서울 종로구 종로 258 (종로6가) 대학천상가 A-1호,미인증
692,서울특별시,동작구,제일서점,02-822-3191,서울 동작구 노량진로16길 30 (노량진동),미인증
682,서울특별시,마포구,조은이책,070-7617-6949,서울 마포구 월드컵북로27길 6 (성산동),미인증
681,서울특별시,종로구,조이엔영,010-8908-9819,서울 종로구 종로 183 (인의동)효성주얼리시티 지하2층 S2016 책방 조이엔영,미인증
677,서울특별시,강서구,종로문고(화곡),02-2608-4780,서울 강서구 강서로45길 39 (화곡동) 지층,인증
671,서울특별시,종로구,종로서적 본점,02-739-2331,서울 종로구 종로 51 (종로2가) 지하 2층,미인증
660,서울특별시,성북구,종암문고,02-915-6427,서울 성북구 종암로 86 2층 (종암동) 종암문고,미인증
656,서울특별시,마포구,종이잡지클럽,010-6550-9833,서울 마포구 양화로8길 32-15 (서교동) 지하1층,미인증
655,서울특별시,도봉구,종일서적,02-907-3924,서울 도봉구 도봉로 551 (쌍문동) 경덕빌딩 3층,미인증
654,서울특별시,종로구,종합서적,02-2278-0939,서울 종로구 종로 258 (종로6가) 종로6가 267 덕성빌딩 A-5호,미인증
642,서울특별시,관악구,좋은책서점,02-866-7474,서울 관악구 난곡로 184 (신림동)대원빌딩 2층,미인증
629,서울특별시,광진구,중곡서점,02-466-6235,서울 광진구 능동로49길 40 (중곡동),인증
627,서울특별시,동작구,중앙대학교구내서점,02-881-7396,서울 동작구 흑석로 84 (흑석동) 102관 지하 1층,미인증
606,서울특별시,서대문구,중앙서점,02-365-6998,서울 서대문구 북아현로11길 8 (북아현동),미인증
604,서울특별시,중랑구,중화문고,02-435-2400,서울 중랑구 동일로 769 (중화동),인증
601,서울특별시,노원구,지구불시착,010-5122-3532,서울 노원구 화랑로 449-7 (공릉동),미인증
599,서울특별시,동작구,지금의 세상,010-7610-7121,서울 동작구 동작대로3길 41 (사당동),미인증
589,서울특별시,성북구,지식을담다,02-927-8044,서울 성북구 고려대로24가길 17 (안암동5가),미인증
582,서울특별시,종로구,직매도서,02-2273-1331,서울 종로구 종로 258 (종로6가) 대학천상가,미인증
578,서울특별시,마포구,진부책방스튜디오,070-5142-1600,서울 마포구 동교로25길 70 (연남동),미인증
575,서울특별시,서초구,진영문고,02-3471-1997,서울 서초구 방배로 60 (방배동),미인증
561,서울특별시,양천구,진학서점,02-2692-0481,서울 양천구 목동로 177 (신정동) 정동프라자 101호,미인증
557,서울특별시,성동구,차일드북앤토이,02-2294-5752,서울 성동구 무학봉길 62-2 (하왕십리동),미인증
554,서울특별시,강북구,창문서점,02-982-4943,서울 강북구 월계로 55 (미아동) 1층,미인증
550,서울특별시,강동구,채플린서점,02-428-0779,서울 강동구 천호대로219길 64 (상일동),인증
548,서울특별시,도봉구,책가도,,"서울 도봉구 마들로11가길 6-25 (창동, 월가타워) 7층",미인증
547,서울특별시,도봉구,책가도,507-1474-1386,서울 도봉구 해등로 109 (창동) 창동주공1단지 상가 211호,미인증
543,서울특별시,강남구,책과얽힘,02-542-9383,서울 강남구 선릉로133길 15 (논현동) 1층 101호,미인증
536,서울특별시,영등포구,책마을서점,02-844-8086,"서울 영등포구 여의대방로 25 (신길동, 보라매 경남아너스빌)1층상가 113호",인증
531,서울특별시,마포구,책바,02-6449-5858,서울 마포구 포은로 90 (망원동) 301호,미인증
527,서울특별시,종로구,책방 79-1,,서울 종로구 자하문로11길 21-3 (통인동) 지하1층,미인증
525,서울특별시,마포구,책방 곱셈,02-336-8063,서울 마포구 성미산로29길 33 (연남동) 1층,미인증
522,서울특별시,마포구,책방 그리고,0502-1932-0638,서울 마포구 성미산로29길 30-3 (연남동) 1층 2호,미인증
517,서울특별시,송파구,책방 무엇보다,0507-1398-1880,서울 송파구 백제고분로45길 30 (송파동) 3층 305호,미인증
514,서울특별시,노원구,책방 봄,02-931-5601,서울 노원구 상계로3길 38-8 (상계동),미인증
513,서울특별시,마포구,책방 사춘기,010-9844-9992,서울 마포구 월드컵북로9길 30 (성산동),미인증
508,서울특별시,마포구,책방 연희,010-8411-5501,서울 마포구 와우산로35길 3 (서교동),미인증
502,서울특별시,용산구,책방 죄책감,010-9333-1159,서울 용산구 청파로47길 8 (청파동3가) 2층,미인증
495,서울특별시,구로구,책방공책,050-5929-1076,"서울 구로구 연동로 287 (항동, 그린빌라) 상가 2층",미인증
490,서울특별시,은평구,책방난달,010-4933-5905,서울 은평구 갈현로19길 10 (갈현동) 1층 정면좌측,미인증
480,서울특별시,마포구,책방밀물,010-7927-9334,서울 마포구 성미산로15길 37 (성산동) 1층,미인증
473,서울특별시,마포구,책방서로,010-9032-1233,서울 마포구 연남로11길 46 (성산동),미인증
465,서울특별시,은평구,책방시나브로,010-9384-1070,서울 은평구 응암로25길 11-1 (응암동) 1층,미인증
461,서울특별시,관악구,책방여여,,서울 관악구 인헌3길 28 (봉천동) 1층,미인증
459,서울특별시,종로구,책방오늘,02-733-7077,서울 종로구 자하문로6길 11 (통의동) 1호,미인증
453,서울특별시,광진구,책방자늑,010-3273-0524,서울 광진구 능동로36길 60 (능동) 1층 102호,미인증
450,서울특별시,마포구,책방초록귤,010-4244-1895,서울 마포구 서강로11길 15 (창전동) 102호,미인증
443,서울특별시,성북구,책보냥,010-5417-9814,서울 성북구 성북로10가길 21 (성북동),미인증
433,서울특별시,성북구,책의기분,0507-1333-0299,서울 성북구 돌곶이로9길 5-19 (석관동) 1층,미인증
432,서울특별시,관악구,책이는당나귀,010-9075-9438,서울 관악구 당곡6길 6 (봉천동),미인증
430,서울특별시,마포구,책익다,010-4635-0315,서울 마포구 와우산로29마길 10-3 (서교동) 2층,미인증
429,서울특별시,노원구,책인감,010-3207-7286,서울 노원구 동일로182길 63-1 (공릉동) 2층,미인증
426,서울특별시,마포구,책크인,010-2861-8701,서울 마포구 성미산로29안길 29 (연남동) 2층,미인증
416,서울특별시,강서구,첫페이지,070-7727-3001,서울 강서구 양천로 470 (등촌동) 상가 지하 113호,미인증
394,서울특별시,서대문구,초방책방,02-392-0277,서울 서대문구 연대동문길 63 (대신동),미인증
391,서울특별시,광진구,초원서점,02-453-4570,서울 광진구 자양동 679-1,미인증
390,서울특별시,서대문구,초콜릿책방,02-332-7573,서울 서대문구 연희로5길 46-11 (연희동),미인증
389,서울특별시,동작구,총신대 구내서점,02-534-8453,서울 동작구 사당로 143 (사당동) 지하 1층,미인증
386,서울특별시,강남구,최인아책방,010-3907-7330,서울 강남구 선릉로 521 (역삼동) 4층,미인증
385,서울특별시,강남구,최인아책방 GFC점,02-561-7330,"서울 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 1층",미인증
374,서울특별시,은평구,충암서점,02-306-0318,서울 은평구 가좌로5길 8 (응암동),미인증
364,서울특별시,성동구,카모메 그림책방,010-6510-5065,서울 성동구 무수막길 84 (금호동2가),미인증
363,서울특별시,동대문구,카이스트 구내서적,,서울 동대문구 회기로 85 (청량리동) 후생복지관 3층,미인증
359,서울특별시,양천구,칸트의시간,02-2646-1242,서울 양천구 목동서로 77 (목동)B117,미인증
357,서울특별시,종로구,커넥티드북스토어,0507-1305-5475,서울 종로구 청계천로 159 (장사동) 3층 외부 바열 328호,미인증
350,서울특별시,성북구,코믹시티 성신북스,02-3673-0877,서울 성북구 동소문로 111 (동선동4가) 지하,미인증
347,서울특별시,강남구,콜링 북스,,서울 강남구 선릉로157길 14-4 (신사동) 103호,미인증
320,서울특별시,강북구,테레사그림책방,010-2884-4625,서울 강북구 오패산로67길 7 (번동) 1층,미인증
